City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Surat,March,Friday,1,5,Truck,2,4,Rainy,National Highway,Wet,Dusk,Signals,31,18,Female,Unknown,Yes,Straight Road,Night,0,0,1,1,0
Other,March,Tuesday,1,2,Truck,8,4,Hazy,National Highway,Dry,Dusk,Signs,31,49,Male,Unknown,No,Intersection,Morning,0,1,0,0,0
Other,June,Friday,1,4,Cycle,10,0,Foggy,National Highway,Under Construction,Dark,Signals,40,63,Male,Unknown,No,Straight Road,Night,0,0,1,0,0
Other,September,Friday,0,4,Truck,1,0,Clear,Urban Road,Damaged,Daylight,Police Checkpost,39,33,Male,Expired,No,Intersection,Morning,0,1,0,1,0
Other,September,Thursday,1,4,Auto-Rickshaw,4,3,Stormy,Village Road,Under Construction,Dusk,Signals,31,50,Male,Valid,Yes,Bridge,Morning,0,1,0,0,0
Other,March,Wednesday,0,5,Auto-Rickshaw,4,5,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,113,46,Female,Unknown,No,Bridge,Morning,0,1,0,0,0
Other,March,Sunday,0,3,Pedestrian,3,0,Stormy,Village Road,Dry,Dawn,Signs,90,48,Female,Valid,No,Curve,Morning,1,1,0,0,0
Other,February,Sunday,2,3,Pedestrian,10,3,Stormy,National Highway,Dry,Dusk,Police Checkpost,67,55,Female,Unknown,No,Intersection,Night,1,0,0,0,0
Other,January,Saturday,2,2,Pedestrian,7,5,Hazy,Village Road,Under Construction,Dark,Unknown,117,39,Male,Unknown,Yes,Straight Road,Afternoon,1,0,0,0,0
Vadodara,June,Friday,0,5,Bus,2,3,Clear,National Highway,Dry,Dusk,Unknown,118,35,Female,Expired,No,Bridge,Night,0,0,0,0,0
Other,January,Sunday,0,5,Two-Wheeler,9,2,Hazy,Urban Road,Damaged,Daylight,Signs,92,67,Female,Unknown,No,Straight Road,Morning,1,1,0,1,0
Other,May,Saturday,2,1,Car,1,0,Clear,State Highway,Damaged,Dark,Signs,95,31,Male,Valid,Yes,Straight Road,Night,1,0,0,1,0
Other,September,Wednesday,1,1,Car,3,0,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,95,19,Female,Valid,No,Intersection,Evening,0,1,0,0,0
Other,April,Friday,1,1,Car,6,5,Clear,National Highway,Damaged,Dark,Police Checkpost,78,36,Male,Valid,No,Straight Road,Afternoon,0,0,0,1,0
Other,October,Sunday,0,3,Auto-Rickshaw,1,2,Hazy,National Highway,Under Construction,Dusk,Signals,65,40,Male,Expired,No,Intersection,Afternoon,1,0,0,0,0
Other,February,Monday,1,5,Auto-Rickshaw,2,1,Rainy,Village Road,Wet,Dawn,Police Checkpost,52,50,Male,Expired,Yes,Bridge,Night,0,0,1,1,0
Other,February,Friday,1,2,Car,4,1,Rainy,National Highway,Dry,Dark,Signs,61,29,Male,Valid,Yes,Bridge,Afternoon,0,0,1,0,0
Other,October,Friday,2,2,Truck,3,0,Clear,National Highway,Wet,Dark,Signals,85,23,Female,Valid,No,Straight Road,Morning,0,1,0,1,0
Other,March,Saturday,2,5,Bus,9,2,Hazy,State Highway,Damaged,Daylight,Signs,119,44,Male,Valid,Yes,Intersection,Morning,1,1,0,1,0
Kanpur,September,Wednesday,2,2,Truck,0,3,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,31,59,Female,Unknown,Yes,Straight Road,Morning,0,1,0,0,0
Other,June,Thursday,2,3,Pedestrian,0,2,Stormy,Village Road,Damaged,Dusk,Police Checkpost,115,58,Female,Expired,No,Bridge,Morning,0,1,0,1,0
Udaipur,May,Sunday,1,5,Car,8,4,Rainy,Urban Road,Wet,Dark,Signals,105,48,Female,Unknown,Yes,Intersection,Night,1,0,1,1,0
Rohini,March,Tuesday,0,2,Truck,7,5,Foggy,Urban Road,Wet,Daylight,Police Checkpost,40,32,Female,Expired,Yes,Intersection,Morning,0,1,1,1,0
Other,February,Wednesday,1,5,Truck,8,2,Clear,Village Road,Dry,Daylight,Police Checkpost,35,35,Male,Valid,Yes,Curve,Afternoon,0,0,0,0,0
Other,February,Tuesday,0,2,Truck,6,0,Foggy,Village Road,Dry,Dawn,Signals,88,70,Female,Expired,Yes,Intersection,Afternoon,0,0,1,0,0
Other,August,Wednesday,0,4,Truck,4,0,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,62,21,Male,Valid,Yes,Intersection,Night,0,0,0,0,0
Other,July,Monday,1,5,Cycle,5,5,Stormy,Village Road,Dry,Dark,Police Checkpost,61,69,Male,Valid,Yes,Curve,Evening,0,1,0,0,0
Other,August,Friday,0,1,Bus,10,2,Stormy,State Highway,Dry,Dusk,Police Checkpost,120,29,Female,Valid,Yes,Bridge,Evening,0,1,0,0,0
Kanpur,October,Friday,1,1,Two-Wheeler,4,1,Foggy,State Highway,Damaged,Dawn,Police Checkpost,120,20,Male,Valid,Yes,Intersection,Morning,0,1,1,1,0
Other,April,Saturday,2,2,Bus,9,5,Stormy,Village Road,Dry,Dusk,Signals,120,44,Female,Unknown,Yes,Straight Road,Night,1,0,0,0,0
Other,May,Tuesday,2,3,Two-Wheeler,7,5,Hazy,Urban Road,Dry,Daylight,Unknown,33,63,Male,Expired,No,Bridge,Morning,0,1,0,0,0
Other,July,Tuesday,2,4,Bus,6,1,Clear,State Highway,Under Construction,Dawn,Signals,106,64,Female,Valid,Yes,Curve,Night,0,0,0,0,0
Other,December,Saturday,2,4,Bus,8,0,Hazy,Urban Road,Wet,Dusk,Signs,74,33,Male,Expired,Yes,Straight Road,Morning,1,1,0,1,0
Dwarka,April,Wednesday,0,3,Auto-Rickshaw,9,0,Foggy,Urban Road,Under Construction,Dawn,Unknown,79,19,Male,Valid,Yes,Intersection,Night,0,0,1,0,0
Other,May,Thursday,1,1,Pedestrian,7,5,Foggy,National Highway,Dry,Dusk,Signals,69,19,Male,Unknown,No,Curve,Night,0,0,1,0,0
Other,May,Sunday,0,2,Pedestrian,1,3,Stormy,State Highway,Dry,Dark,Signs,73,28,Female,Valid,Yes,Bridge,Morning,1,1,0,0,0
Kolkata,November,Friday,1,1,Two-Wheeler,7,2,Rainy,National Highway,Damaged,Dawn,Police Checkpost,71,38,Male,Expired,Yes,Curve,Night,0,0,1,1,0
Other,July,Sunday,2,5,Car,0,2,Foggy,Urban Road,Dry,Daylight,Unknown,38,26,Female,Unknown,Yes,Intersection,Evening,1,1,1,0,0
Other,January,Sunday,2,4,Cycle,2,5,Stormy,National Highway,Wet,Dark,Signs,97,49,Male,Valid,No,Bridge,Evening,1,1,0,1,0
Coimbatore,October,Saturday,1,1,Bus,2,1,Foggy,State Highway,Dry,Dawn,Signs,59,18,Female,Expired,No,Straight Road,Evening,1,1,1,0,0
Other,June,Friday,0,2,Car,10,5,Clear,Village Road,Wet,Dark,Signals,86,23,Male,Unknown,Yes,Straight Road,Night,0,0,0,1,0
Other,December,Wednesday,0,5,Cycle,6,4,Rainy,Urban Road,Under Construction,Daylight,Unknown,103,43,Male,Unknown,Yes,Bridge,Afternoon,0,0,1,0,0
Other,March,Wednesday,1,2,Pedestrian,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,113,34,Female,Expired,No,Intersection,Evening,0,1,1,0,0
Other,August,Thursday,0,4,Cycle,7,0,Stormy,Village Road,Dry,Daylight,Signals,103,40,Female,Valid,No,Straight Road,Afternoon,0,0,0,0,0
Other,January,Tuesday,2,1,Pedestrian,1,0,Rainy,State Highway,Damaged,Dark,Signs,41,61,Male,Valid,No,Curve,Morning,0,1,1,1,0
Ahmedabad,July,Wednesday,0,3,Bus,10,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,35,68,Male,Expired,No,Intersection,Morning,0,1,1,1,0
Other,August,Wednesday,2,3,Car,3,5,Foggy,State Highway,Under Construction,Dawn,Signs,38,67,Male,Expired,Yes,Bridge,Night,0,0,1,0,0
Other,April,Monday,1,5,Cycle,3,0,Hazy,Village Road,Dry,Dawn,Unknown,42,38,Male,Expired,Yes,Straight Road,Afternoon,0,0,0,0,0
Other,October,Wednesday,1,5,Truck,7,2,Clear,Urban Road,Wet,Dawn,Signals,103,43,Female,Expired,Yes,Bridge,Afternoon,0,0,0,1,0
Kolkata,January,Friday,1,5,Pedestrian,2,3,Clear,National Highway,Dry,Dawn,Signals,31,46,Male,Valid,Yes,Straight Road,Morning,0,1,0,0,0
Other,April,Monday,1,4,Two-Wheeler,2,3,Clear,Urban Road,Under Construction,Dawn,Signs,110,50,Female,Expired,No,Bridge,Evening,0,1,0,0,0
Other,May,Friday,0,3,Truck,4,2,Stormy,Village Road,Wet,Dusk,Police Checkpost,41,47,Female,Expired,Yes,Intersection,Evening,0,1,0,1,0
Other,July,Sunday,0,3,Auto-Rickshaw,5,3,Hazy,National Highway,Damaged,Dawn,Unknown,51,37,Male,Unknown,No,Straight Road,Afternoon,1,0,0,1,0
Siliguri,November,Thursday,1,5,Car,7,4,Hazy,National Highway,Damaged,Dawn,Unknown,70,49,Male,Expired,Yes,Curve,Evening,0,1,0,1,0
Vadodara,October,Thursday,1,1,Bus,2,3,Hazy,State Highway,Dry,Dusk,Unknown,42,60,Male,Unknown,No,Intersection,Morning,0,1,0,0,0
Other,February,Friday,1,2,Car,8,0,Stormy,National Highway,Damaged,Dusk,Signs,32,60,Male,Expired,Yes,Intersection,Afternoon,0,0,0,1,0
Other,December,Wednesday,0,2,Car,0,2,Stormy,State Highway,Wet,Dawn,Signs,105,40,Male,Valid,No,Curve,Night,0,0,0,1,0
Other,May,Sunday,1,2,Car,8,0,Hazy,National Highway,Dry,Dusk,Signs,35,42,Male,Unknown,No,Bridge,Night,1,0,0,0,0
Other,September,Friday,1,4,Auto-Rickshaw,8,3,Hazy,Village Road,Wet,Dawn,Unknown,64,54,Female,Expired,Yes,Bridge,Night,0,0,0,1,0
Chennai,December,Sunday,2,4,Auto-Rickshaw,5,4,Stormy,Urban Road,Wet,Dusk,Unknown,31,56,Male,Valid,No,Bridge,Night,1,0,0,1,0
Other,December,Sunday,1,1,Cycle,4,2,Stormy,National Highway,Under Construction,Daylight,Unknown,78,52,Male,Valid,Yes,Intersection,Night,1,0,0,0,0
Other,January,Saturday,1,2,Car,5,4,Clear,National Highway,Damaged,Daylight,Signs,105,32,Female,Unknown,No,Curve,Morning,1,1,0,1,0
Other,June,Saturday,0,2,Pedestrian,8,4,Rainy,National Highway,Damaged,Dawn,Police Checkpost,100,30,Female,Unknown,Yes,Straight Road,Morning,1,1,1,1,0
Other,October,Saturday,2,4,Truck,6,1,Foggy,Urban Road,Under Construction,Daylight,Signals,70,33,Female,Expired,No,Intersection,Night,1,0,1,0,0
Coimbatore,April,Sunday,2,2,Auto-Rickshaw,1,5,Rainy,Village Road,Dry,Dawn,Signals,73,51,Male,Expired,No,Bridge,Morning,1,1,1,0,0
Other,February,Saturday,1,2,Car,5,4,Foggy,Village Road,Wet,Dark,Police Checkpost,47,37,Male,Expired,Yes,Curve,Morning,1,1,1,1,0
Dwarka,August,Tuesday,1,5,Auto-Rickshaw,10,2,Clear,Village Road,Wet,Dusk,Signals,97,60,Male,Expired,Yes,Curve,Night,0,0,0,1,0
Other,May,Wednesday,0,5,Auto-Rickshaw,10,4,Stormy,Urban Road,Wet,Dawn,Signals,57,24,Male,Expired,No,Bridge,Morning,0,1,0,1,0
Mysore,May,Friday,0,5,Cycle,5,3,Clear,Urban Road,Dry,Dark,Police Checkpost,53,47,Female,Expired,Yes,Intersection,Morning,0,1,0,0,0
Other,August,Wednesday,2,2,Car,0,5,Foggy,Urban Road,Under Construction,Dark,Signs,114,53,Male,Unknown,Yes,Bridge,Afternoon,0,0,1,0,0
Other,October,Wednesday,2,1,Truck,3,5,Hazy,State Highway,Damaged,Dawn,Police Checkpost,34,51,Male,Expired,Yes,Bridge,Evening,0,1,0,1,0
Other,January,Tuesday,1,1,Car,10,3,Foggy,State Highway,Wet,Dark,Unknown,102,33,Male,Expired,No,Straight Road,Afternoon,0,0,1,1,0
Other,June,Thursday,2,4,Bus,3,4,Foggy,Urban Road,Under Construction,Dark,Unknown,103,39,Male,Expired,Yes,Bridge,Night,0,0,1,0,0
Other,November,Wednesday,0,4,Auto-Rickshaw,2,2,Rainy,National Highway,Under Construction,Daylight,Unknown,37,49,Female,Unknown,No,Curve,Afternoon,0,0,1,0,0
Other,April,Friday,1,5,Cycle,7,5,Hazy,Village Road,Wet,Dusk,Signals,54,37,Female,Expired,No,Intersection,Night,0,0,0,1,0
Other,May,Thursday,1,3,Car,8,5,Stormy,National Highway,Dry,Dusk,Signs,100,69,Female,Unknown,Yes,Intersection,Afternoon,0,0,0,0,0
Other,March,Thursday,2,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Dusk,Signals,96,29,Male,Valid,Yes,Curve,Night,0,0,0,0,0
Other,January,Thursday,0,5,Truck,9,1,Foggy,Urban Road,Dry,Dawn,Signals,103,37,Female,Expired,Yes,Bridge,Morning,0,1,1,0,0
Other,January,Friday,1,1,Two-Wheeler,3,5,Rainy,Village Road,Damaged,Daylight,Police Checkpost,118,38,Female,Unknown,No,Straight Road,Morning,0,1,1,1,0
Other,May,Friday,2,3,Two-Wheeler,4,0,Hazy,State Highway,Damaged,Dark,Signals,37,36,Male,Expired,Yes,Bridge,Night,0,0,0,1,0
Other,March,Thursday,2,4,Bus,1,3,Hazy,Village Road,Damaged,Daylight,Police Checkpost,45,40,Male,Valid,Yes,Straight Road,Afternoon,0,0,0,1,0
Jaipur,June,Thursday,2,4,Truck,0,4,Stormy,State Highway,Wet,Daylight,Signs,43,22,Male,Expired,Yes,Straight Road,Night,0,0,0,1,0
Other,August,Saturday,2,5,Cycle,3,0,Foggy,Urban Road,Under Construction,Dusk,Signals,71,48,Male,Expired,Yes,Bridge,Night,1,0,1,0,0
Other,September,Sunday,1,4,Pedestrian,2,4,Clear,State Highway,Under Construction,Dark,Signals,60,46,Female,Unknown,Yes,Bridge,Evening,1,1,0,0,0
Jodhpur,August,Friday,2,2,Car,5,2,Clear,State Highway,Dry,Daylight,Signs,67,47,Male,Expired,No,Straight Road,Morning,0,1,0,0,0
Other,January,Wednesday,0,5,Pedestrian,5,0,Foggy,State Highway,Damaged,Dusk,Signs,70,70,Female,Expired,Yes,Intersection,Morning,0,1,1,1,0
Other,February,Monday,0,4,Truck,0,5,Foggy,Urban Road,Under Construction,Dark,Unknown,110,70,Female,Expired,Yes,Intersection,Morning,0,1,1,0,0
Other,January,Saturday,1,3,Cycle,1,2,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,67,36,Female,Expired,No,Curve,Evening,1,1,0,0,0
Other,June,Tuesday,2,1,Pedestrian,3,0,Hazy,Urban Road,Damaged,Dusk,Unknown,39,20,Male,Unknown,Yes,Curve,Evening,0,1,0,1,0
Other,September,Monday,2,2,Truck,5,4,Stormy,National Highway,Dry,Dawn,Police Checkpost,43,39,Female,Valid,No,Bridge,Night,0,0,0,0,0
Other,March,Tuesday,2,5,Truck,3,0,Rainy,State Highway,Damaged,Dawn,Police Checkpost,43,64,Female,Unknown,Yes,Straight Road,Morning,0,1,1,1,0
Other,January,Sunday,0,3,Truck,2,1,Rainy,State Highway,Under Construction,Dark,Signals,62,38,Female,Expired,No,Straight Road,Morning,1,1,1,0,0
Other,August,Tuesday,0,2,Cycle,5,5,Foggy,National Highway,Wet,Dusk,Signals,110,23,Female,Unknown,Yes,Intersection,Afternoon,0,0,1,1,0
Other,May,Tuesday,0,3,Car,9,4,Hazy,National Highway,Under Construction,Daylight,Signs,89,43,Male,Expired,No,Straight Road,Night,0,0,0,0,0
Other,July,Sunday,0,3,Cycle,2,1,Clear,State Highway,Wet,Daylight,Signs,117,25,Female,Valid,Yes,Straight Road,Afternoon,1,0,0,1,0
Other,November,Sunday,0,4,Cycle,7,1,Clear,State Highway,Dry,Dusk,Signs,59,70,Male,Expired,Yes,Intersection,Morning,1,1,0,0,0
Other,July,Sunday,0,3,Auto-Rickshaw,10,2,Rainy,Urban Road,Dry,Dawn,Signs,112,33,Male,Unknown,Yes,Intersection,Evening,1,1,1,0,0
Dwarka,December,Monday,0,3,Auto-Rickshaw,1,0,Clear,State Highway,Damaged,Dusk,Police Checkpost,103,52,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Other,March,Sunday,1,5,Truck,1,4,Rainy,National Highway,Damaged,Dawn,Signals,32,28,Female,Valid,No,Intersection,Night,1,0,1,1,0
Other,April,Sunday,2,3,Car,6,0,Clear,Village Road,Under Construction,Dawn,Signs,80,40,Female,Unknown,Yes,Bridge,Afternoon,1,0,0,0,0
Other,September,Monday,2,4,Auto-Rickshaw,6,4,Foggy,National Highway,Dry,Dusk,Signals,71,57,Female,Valid,No,Bridge,Morning,0,1,1,0,0
Other,December,Sunday,1,2,Pedestrian,4,3,Hazy,Village Road,Under Construction,Dark,Police Checkpost,62,32,Female,Unknown,Yes,Straight Road,Night,1,0,0,0,0
Madurai,October,Friday,0,2,Car,4,3,Rainy,Urban Road,Dry,Daylight,Signals,57,62,Male,Valid,No,Curve,Morning,0,1,1,0,0
Other,October,Sunday,0,1,Cycle,8,1,Foggy,State Highway,Under Construction,Daylight,Police Checkpost,119,68,Female,Unknown,Yes,Curve,Night,1,0,1,0,0
Other,October,Tuesday,1,1,Bus,8,3,Hazy,Urban Road,Damaged,Dark,Signals,119,64,Male,Expired,Yes,Bridge,Morning,0,1,0,1,0
Other,June,Monday,2,2,Cycle,2,0,Stormy,State Highway,Dry,Dawn,Police Checkpost,31,50,Male,Unknown,Yes,Curve,Night,0,0,0,0,0
Other,July,Saturday,1,2,Car,2,2,Foggy,National Highway,Under Construction,Dawn,Signs,120,46,Female,Expired,No,Intersection,Morning,1,1,1,0,0
Other,September,Sunday,2,1,Bus,1,1,Hazy,State Highway,Damaged,Dawn,Signals,34,29,Male,Unknown,No,Straight Road,Night,1,0,0,1,0
Other,November,Tuesday,1,1,Pedestrian,2,3,Foggy,National Highway,Damaged,Daylight,Signs,85,44,Male,Valid,Yes,Bridge,Morning,0,1,1,1,0
Other,November,Sunday,2,4,Bus,7,5,Rainy,Village Road,Damaged,Dark,Unknown,98,22,Male,Unknown,No,Bridge,Afternoon,1,0,1,1,0
Other,January,Saturday,1,5,Bus,1,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,110,18,Female,Unknown,No,Intersection,Morning,1,1,0,0,0
Other,June,Thursday,2,5,Pedestrian,2,0,Stormy,State Highway,Under Construction,Daylight,Police Checkpost,86,65,Male,Valid,No,Straight Road,Night,0,0,0,0,0
Other,January,Wednesday,1,4,Bus,9,1,Rainy,Urban Road,Wet,Daylight,Signals,103,58,Female,Expired,No,Intersection,Afternoon,0,0,1,1,0
Other,June,Saturday,1,1,Cycle,0,4,Clear,State Highway,Wet,Dark,Unknown,81,28,Female,Unknown,Yes,Curve,Morning,1,1,0,1,0
Other,September,Thursday,1,3,Truck,7,1,Stormy,Village Road,Wet,Dawn,Signals,98,47,Female,Valid,No,Curve,Morning,0,1,0,1,0
Other,February,Tuesday,2,5,Pedestrian,2,5,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,93,47,Female,Valid,Yes,Intersection,Afternoon,0,0,1,1,0
Other,June,Wednesday,1,2,Auto-Rickshaw,9,5,Clear,National Highway,Wet,Dawn,Unknown,53,45,Male,Expired,Yes,Bridge,Evening,0,1,0,1,0
Other,August,Saturday,2,2,Cycle,6,4,Clear,Village Road,Wet,Dark,Police Checkpost,117,30,Female,Unknown,No,Intersection,Evening,1,1,0,1,0
Other,February,Thursday,0,5,Truck,0,4,Hazy,Urban Road,Wet,Daylight,Signals,112,21,Female,Unknown,Yes,Curve,Evening,0,1,0,1,0
Lucknow,March,Sunday,2,2,Cycle,10,3,Foggy,National Highway,Under Construction,Dusk,Unknown,56,41,Male,Valid,No,Straight Road,Night,1,0,1,0,0
Tirupati,March,Sunday,2,4,Auto-Rickshaw,4,5,Hazy,National Highway,Under Construction,Daylight,Unknown,92,49,Female,Expired,No,Straight Road,Morning,1,1,0,0,0
Other,July,Wednesday,2,5,Pedestrian,0,4,Clear,National Highway,Wet,Dusk,Unknown,108,34,Male,Expired,No,Bridge,Night,0,0,0,1,0
Other,January,Sunday,2,1,Car,2,5,Hazy,National Highway,Wet,Dark,Unknown,75,60,Female,Valid,No,Bridge,Morning,1,1,0,1,0
Rohini,March,Saturday,0,5,Auto-Rickshaw,0,4,Clear,Village Road,Wet,Dusk,Signals,72,54,Female,Valid,No,Curve,Morning,1,1,0,1,0
Other,May,Saturday,1,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Signs,70,47,Female,Unknown,Yes,Intersection,Night,1,0,0,0,0
Other,March,Thursday,2,2,Bus,4,4,Clear,State Highway,Wet,Daylight,Signs,79,25,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Other,February,Wednesday,2,4,Cycle,3,4,Hazy,State Highway,Under Construction,Dawn,Unknown,92,26,Male,Unknown,Yes,Bridge,Evening,0,1,0,0,0
Kanpur,September,Saturday,0,4,Two-Wheeler,3,5,Foggy,Urban Road,Dry,Dark,Police Checkpost,45,33,Female,Unknown,No,Curve,Night,1,0,1,0,0
Kanpur,July,Monday,2,5,Two-Wheeler,5,0,Clear,Village Road,Damaged,Dawn,Police Checkpost,111,43,Male,Valid,No,Intersection,Morning,0,1,0,1,0
Other,August,Sunday,2,1,Auto-Rickshaw,1,4,Clear,National Highway,Under Construction,Dark,Signs,116,41,Female,Expired,Yes,Curve,Afternoon,1,0,0,0,0
Other,March,Tuesday,0,2,Two-Wheeler,0,0,Stormy,State Highway,Dry,Daylight,Unknown,39,28,Male,Valid,No,Intersection,Morning,0,1,0,0,0
Other,November,Sunday,1,4,Truck,1,3,Stormy,Village Road,Wet,Dark,Signs,83,42,Female,Expired,Yes,Straight Road,Morning,1,1,0,1,0
Other,July,Wednesday,2,4,Cycle,6,3,Clear,National Highway,Wet,Dawn,Police Checkpost,104,44,Female,Expired,No,Straight Road,Night,0,0,0,1,0
Other,June,Wednesday,1,5,Auto-Rickshaw,2,1,Clear,Village Road,Dry,Dawn,Signs,74,45,Male,Valid,No,Intersection,Morning,0,1,0,0,0
Other,March,Thursday,1,5,Truck,8,0,Stormy,State Highway,Dry,Dusk,Signs,48,45,Male,Expired,Yes,Intersection,Afternoon,0,0,0,0,0
Other,September,Friday,1,1,Pedestrian,4,1,Stormy,Urban Road,Dry,Dusk,Signs,37,60,Female,Valid,No,Intersection,Night,0,0,0,0,0
Other,December,Tuesday,1,5,Auto-Rickshaw,5,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,81,43,Male,Valid,Yes,Curve,Afternoon,0,0,0,0,0
Other,June,Sunday,1,5,Truck,1,0,Foggy,National Highway,Dry,Dark,Police Checkpost,54,47,Female,Expired,Yes,Bridge,Night,1,0,1,0,0
Other,January,Tuesday,2,2,Truck,8,0,Stormy,National Highway,Under Construction,Dawn,Signals,34,61,Female,Valid,Yes,Intersection,Morning,0,1,0,0,0
Other,June,Saturday,2,1,Pedestrian,5,2,Foggy,Urban Road,Dry,Dawn,Police Checkpost,105,30,Male,Expired,Yes,Straight Road,Morning,1,1,1,0,0
Other,September,Sunday,1,4,Car,5,5,Stormy,State Highway,Damaged,Daylight,Signals,73,58,Female,Valid,No,Straight Road,Night,1,0,0,1,0
Vijayawada,December,Tuesday,0,4,Bus,8,1,Stormy,State Highway,Under Construction,Daylight,Unknown,115,44,Female,Expired,No,Straight Road,Morning,0,1,0,0,0
Mumbai,June,Tuesday,0,5,Pedestrian,1,1,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,40,57,Female,Unknown,Yes,Bridge,Morning,0,1,0,0,0
Ahmedabad,November,Thursday,0,4,Two-Wheeler,0,2,Hazy,Urban Road,Dry,Dawn,Unknown,107,57,Female,Expired,No,Straight Road,Afternoon,0,0,0,0,0
Other,June,Tuesday,2,4,Auto-Rickshaw,6,3,Rainy,Urban Road,Damaged,Dusk,Signals,114,48,Female,Valid,Yes,Bridge,Evening,0,1,1,1,0
Udaipur,April,Monday,0,5,Pedestrian,8,5,Hazy,Village Road,Under Construction,Daylight,Unknown,36,68,Female,Valid,Yes,Bridge,Morning,0,1,0,0,0
Other,April,Sunday,1,4,Two-Wheeler,1,2,Rainy,State Highway,Wet,Dusk,Signs,57,50,Female,Valid,No,Intersection,Morning,1,1,1,1,0
Other,June,Monday,2,3,Cycle,1,3,Hazy,State Highway,Under Construction,Daylight,Signals,98,40,Female,Valid,Yes,Intersection,Morning,0,1,0,0,0
Surat,August,Sunday,1,1,Cycle,6,3,Clear,Village Road,Wet,Dawn,Police Checkpost,41,65,Male,Valid,No,Curve,Night,1,0,0,1,0
Jaipur,November,Thursday,1,4,Auto-Rickshaw,7,1,Rainy,National Highway,Under Construction,Daylight,Signals,86,61,Male,Unknown,Yes,Intersection,Evening,0,1,1,0,0
Other,January,Sunday,0,3,Auto-Rickshaw,4,0,Stormy,Urban Road,Dry,Dawn,Signals,64,27,Female,Valid,Yes,Bridge,Night,1,0,0,0,0
Other,January,Thursday,2,3,Cycle,8,1,Hazy,Village Road,Damaged,Dark,Signs,113,68,Male,Expired,Yes,Curve,Morning,0,1,0,1,0
Other,September,Thursday,1,5,Bus,0,4,Hazy,Urban Road,Wet,Dawn,Police Checkpost,118,52,Female,Valid,Yes,Intersection,Morning,0,1,0,1,0
Other,January,Sunday,0,5,Two-Wheeler,8,4,Stormy,State Highway,Wet,Daylight,Signs,71,39,Male,Valid,No,Straight Road,Morning,1,1,0,1,0
Other,November,Friday,2,4,Pedestrian,9,4,Hazy,Urban Road,Damaged,Dusk,Signals,38,43,Male,Valid,No,Curve,Morning,0,1,0,1,0
Rohini,October,Saturday,2,3,Bus,5,0,Clear,State Highway,Dry,Daylight,Unknown,31,30,Female,Valid,No,Intersection,Morning,1,1,0,0,0
Other,April,Wednesday,2,2,Car,9,1,Foggy,State Highway,Under Construction,Dusk,Police Checkpost,95,65,Female,Expired,No,Curve,Night,0,0,1,0,0
Other,July,Friday,0,3,Cycle,9,2,Rainy,Urban Road,Wet,Dark,Signals,41,70,Male,Valid,Yes,Straight Road,Night,0,0,1,1,0
Other,February,Thursday,0,1,Two-Wheeler,5,0,Rainy,State Highway,Damaged,Dawn,Signs,103,44,Female,Valid,No,Bridge,Morning,0,1,1,1,0
Other,June,Wednesday,1,4,Pedestrian,4,4,Foggy,State Highway,Damaged,Dawn,Signals,105,24,Male,Unknown,Yes,Bridge,Morning,0,1,1,1,0
Other,December,Wednesday,0,3,Truck,1,2,Clear,State Highway,Dry,Daylight,Unknown,95,70,Male,Valid,No,Intersection,Afternoon,0,0,0,0,0
Other,May,Tuesday,0,1,Two-Wheeler,8,1,Hazy,National Highway,Wet,Daylight,Police Checkpost,74,59,Male,Expired,Yes,Intersection,Afternoon,0,0,0,1,0
Jaipur,December,Saturday,2,4,Pedestrian,5,1,Hazy,National Highway,Under Construction,Dark,Signals,41,56,Female,Expired,No,Bridge,Morning,1,1,0,0,0
Jodhpur,November,Sunday,0,1,Car,5,2,Hazy,Urban Road,Under Construction,Dark,Unknown,86,35,Female,Valid,No,Intersection,Morning,1,1,0,0,0
Mysore,February,Sunday,2,1,Bus,0,0,Hazy,State Highway,Wet,Dark,Signs,37,59,Female,Unknown,No,Bridge,Afternoon,1,0,0,1,0
Rohini,December,Wednesday,1,5,Two-Wheeler,8,0,Foggy,Village Road,Damaged,Dusk,Unknown,103,31,Female,Expired,Yes,Intersection,Morning,0,1,1,1,0
